hotel_match,hotel_id,name,url,final_url,status,title,match_reason
cant_load,parafly_1239875,Limak Atlantis De Luxe Hotel & Resort,https://www.limakhotels.com,,parked,,page did not load (parked)
cant_load,parafly_28,Limak Lara Deluxe Hotel & Resort,https://www.limakhotels.com,,parked,,page did not load (parked)
cant_load,parafly_844,Limak Limra Club Park Hotel,https://www.limakhotels.com,,parked,,page did not load (parked)
cant_load,parafly_18,Limak Limra Hotels & Resort,https://www.limakhotels.com,,parked,,page did not load (parked)
cant_load,parafly_1024219,Lucas Didim Resort,https://www.tarhanserenity.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_1210713,Lulu İnn Çeşme,https://www.luluinhotel.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_874383,Maison Green Hill,https://www.maisongreenhill.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_946062,Malibu Garden Resort Hotel,https://www.maliburesorthotel.com,,parked,,page did not load (parked)
cant_load,parafly_1025330,Manzara Boutique Hotel,https://www.manzarahotels.com,,parked,,page did not load (parked)
cant_load,parafly_119556,Marbel Hotel By Palmwings,https://ww. marbelpalmwings.com.tr,,unreachable,,page did not load (unreachable)
cant_load,parafly_1284489,Marin Hotel,https://www.marin.com.tr,,unreachable,,page did not load (unreachable)
cant_load,parafly_672838,Marma Beach Hotel,https://www.hotelmarmabeach.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_712,Martı Hemithea Hotel,http://www.marti.com.tr/en/marti-hemithea/general-overview,,parked,,page did not load (parked)
cant_load,parafly_1025245,Martı La Perla (+16),https://www.marti.com.tr,,parked,,page did not load (parked)
cant_load,parafly_876403,Mavi Beyaz Otel Datça ( Merkez ),https://www.louiseinkonagi.com/,,unreachable,,page did not load (unreachable)
cant_load,parafly_871790,Medis Resort Hotel,http://www.medisresorthotel.com/,,unreachable,,page did not load (unreachable)
cant_load,parafly_308288,Megasaray Club Belek,https://www.clubmegasaray.com.tr,,unreachable,,page did not load (unreachable)
cant_load,parafly_1023577,Megasaray Resort Side,https://www.megasarayhotels.com,,parked,,page did not load (parked)
cant_load,parafly_878102,Megasaray WestBeach Antalya,https://www.megasarayhotels.com,,parked,,page did not load (parked)
cant_load,parafly_672913,Mekvin Hotels Deniz Feneri Lighthouse +12 Adult Only,https://www.mekvinhotels.com/denizfenerilighthouse,https://www.novvakas.com/denizfenerilighthouse,redirect_suspicious,,page did not load (redirect_suspicious)
cant_load,parafly_1242088,Merit Lefkoşa Hotel & Casino,https://www.merithotels.com/tur/merit-lefkosa-hotel,,unreachable,,page did not load (unreachable)
cant_load,parafly_1264450,Merit Park Hotel & Casino,https://www.merithotels.com/tur/merit-park-hotel,,unreachable,,page did not load (unreachable)
cant_load,parafly_1242191,Merit Royal & Casino & Spa,https://www.merithotels.com/tur/merit-royal-hotel,,unreachable,,page did not load (unreachable)
cant_load,parafly_2471822,Merit Royal Premium Hotel & Casino & Spa,https://www.merithotels.com/tur/merit-royal-premium-hotel,,unreachable,,page did not load (unreachable)
cant_load,parafly_415051,Mert Hotel,https://www.facebook.com/MERTPANSiYONBELDiBi/,,unreachable,,page did not load (unreachable)
cant_load,parafly_1017806,Meu La Boutique Otel,https://www.facebook.com/meubodrumhotel/,,unreachable,,page did not load (unreachable)
cant_load,parafly_226392,Mini Saray Hotel,http://www.minisarayhotel.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_1023965,Mojo Boutique Hotel,https://www.mojoboutiqueotel.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_873716,Monje Alaçatı,https://www.monjehotel.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_593535,Monna Roza Beach Resort Hotel,https://www.monnarozabeach.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_640813,Monna Roza Maxx Apart,http://www.monnarozagroup.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_1017724,Monreve Alaçatı,https://www.alacati.monrevehotels.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_1019533,Morino Alaçatı,https://morinoalacati.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_1210524,Mos Otel Çeşme,https://www.moscesme.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_626055,Mr. Crane Hotel,https://www.craneotel.com,,timeout,,page did not load (timeout)
cant_load,parafly_1308,Nagi Beach Hotel,https://www.nagibeachbodrum.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_513,Navy Hotel,https://www.nayvhotel.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_592821,Neopol Hotel Deluxe,https://www.neopolhotel.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_419039,No Onbir Alaçatı,https://www.facebook.com/alacatinoonbir/,,unreachable,,page did not load (unreachable)
cant_load,parafly_1020769,Nova Butik Hotel,https://www.novabutikhotel.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_227,Novum Garden Side Hotel,http://www.novumhotels.com/novum-garden-side/tr/index.php,,unreachable,,page did not load (unreachable)
cant_load,parafly_109427,Nur Beach,https://www.nurotel.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_415437,Nuri's Beach Bungalow,http://www.facebook.com/nuris.beach,,unreachable,,page did not load (unreachable)
cant_load,parafly_1020746,Olsen Hotel,https://olsenhotels.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_217728,Orfeus Park Hotel,http://www.orfeushotels.com/park/,,unreachable,,page did not load (unreachable)
cant_load,parafly_415521,Orfeus Queen Hotel,https://orfeushotels.com/queen/,,unreachable,,page did not load (unreachable)
cant_load,parafly_1264881,Otel Azmakhan,http://www.azmakhan.com.tr/azmakhan/,,unreachable,,page did not load (unreachable)
cant_load,parafly_417500,Otel Beyaz Ev,https://www.facebook.com/BeyazEvAlacati/,,unreachable,,page did not load (unreachable)
cant_load,parafly_593501,Otel Silvanus,https://www.silvanusotel.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_97975,Otium Family Stone Palace,https://www.larissahotels.com.tr,,ssl_error,,page did not load (ssl_error)
cant_load,parafly_234,Otium Park Club Akman,https://www.larissahotels.com.tr,,ssl_error,,page did not load (ssl_error)
cant_load,parafly_104,Ova Resort,https://www.ovaresorthotel.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_1264335,Oz Hotels İncekum Beach Resort,https://www.incekumbeachresort.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_877951,Palmet Family Bianco Hotel,https://www.palmethotels.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_874696,Panjur Hotel Çeşme,https://cesme.panjurs.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_1210943,Pedasya Apart Otel,https://pedasyaaparthotel.com,,ssl_error,,page did not load (ssl_error)
cant_load,parafly_151693,Pera Hotel Alanya,https://www.perahotelalanya.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_21133,Pine Beach Belek,https://www.maritim.de/de/hotels/tuerkei/pine-beach-resort-belek/uebersicht#hotel_content,,unreachable,,page did not load (unreachable)
cant_load,parafly_875,Point Beach Hotel,https://www.mehtapotel.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_874398,Prenses Sealine Beach Hotel,https://prensessealinebelekbeachhotel.business.site/,,unreachable,,page did not load (unreachable)
cant_load,parafly_1298750,Pyxis Point Hotel,https://www.pyxispointhotel.com/,,unreachable,,page did not load (unreachable)
cant_load,parafly_946045,Radisson Blu Hotel Kaş +12 Adult Only,https://www.radissonhotels.com/tr-tr/oteller/radisson-blu-kas,,unreachable,,page did not load (unreachable)
cant_load,parafly_1284283,Radisson Blu Resort & Spa Çeşme,https://www.radissonblu.com.tr,,unreachable,,page did not load (unreachable)
cant_load,parafly_1303122,Ramira City Hotel,https://www.ramiracityhotels.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_593649,Reyhan Hanım Konakları,https://www.facebook.com/reyhanhanimkonaklari/,,unreachable,,page did not load (unreachable)
cant_load,parafly_1210910,Ride And Stay Hotel,https://www.ridestayhotel.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_1017726,Rikas Alaçatı,https://www.rikasalacati.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_874395,Ring Downtown Hotel,https://www.ringdowntownhotel.com,,timeout,,page did not load (timeout)
cant_load,parafly_877957,Rios Latte Beach Hotel,https://www.latteriosbeach.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_785115,Roca Cappadocia,https://info@rocacappadocia.com,,invalid_url,,page did not load (invalid_url)
cant_load,parafly_877356,Root Redrock Yalıkavak,https://www.rootredrock.com,,parked,,page did not load (parked)
cant_load,parafly_1199739,Rox Resort Hotel,https://www.roxroyal.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_1428,Royal Alhambra Palace Hotel,https://rezervasyon4@stonegrouphotels.com,,invalid_url,,page did not load (invalid_url)
cant_load,parafly_45252,Royal Diwa Tekirova Resort,https://www.euphoriahotels.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_1264841,Royal Towers Hotel Kiriş,https://www.palmethotels.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_1298852,Ruins Luxury Resort Bodrum,https://www.ruinshotels.com,,parked,,page did not load (parked)
cant_load,parafly_784810,Saadet Otel,https://www.hotelsaadet.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_1261,Salinas Hotel Bodrum,http://www.salinashotelbodrum.com/,,unreachable,,page did not load (unreachable)
cant_load,parafly_148645,Saphir Hotel & Villas,http://www.saphirhotels.com.tr/saphirresortspa/default.aspx,,unreachable,,page did not load (unreachable)
cant_load,parafly_874,Saphir Resort & Spa,http://www.saphirhotels.com.tr/saphirresortspa/default.aspx,,unreachable,,page did not load (unreachable)
cant_load,parafly_872784,Sarıgerme New Gate Hotel,https://www.sarigermenewgatehotel.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_416613,Savra Bodrum,http://savrabodrum.com/,,unreachable,,page did not load (unreachable)
cant_load,parafly_402,Selectum Family Resort,https://www.letooniaresorts.com,,timeout,,page did not load (timeout)
cant_load,parafly_205254,Selectum Family Resort Didim ExAsteria Venüs Didim,https://familyresortdidim.selectumhotels.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_673731,Selenes Pansiyon,https://www.selenespansion.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_781133,Semt Luna Beach Hotel,https://www.alanyalunabeach.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_586,Sesin Hotel,https://www.sesinhotel.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_1020776,Sevilla Otel Alaçatı,https://www.sevillaotel.com/,,unreachable,,page did not load (unreachable)
cant_load,parafly_859697,Sianji Well Being Resort,https://www.sianjilife.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_876471,Side Bay Hotel,https://www.sidebayhotel.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_414912,Side Sunberk Hotel,https://sidesunberkhotel.com/,,unreachable,,page did not load (unreachable)
cant_load,parafly_874434,Silver Tower Residence Kuşadası,https://www.silvertowerresidence.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_150654,Skys Beach Hotel,https://www.skyshotel.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_1017495,Stella Elite Resort & Spa +16,https://www.sidestellaeite.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_45189,Suite Laguna Hotel,http://www.suitelaguna.com/tr,,unreachable,,page did not load (unreachable)
cant_load,parafly_74762,Sunday Beach Hotel,https://www.sundaybeachhotel.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_565,Sunpoint Hotel Bodrum,https://www.sunpointfamilyhotel.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_416831,Surya Otel Alaçatı,https://www.suryabutikotelalacati.com,https://rogotravel.com/red.php?url=https://www.stay22.com/allez/roam?aid%3Dmms%26campaign%3Did933%26hotelname%3DAksu%2520Hotel%2520Alacati%26lat%3D38.290070199999995%26lng%3D26.3799589%26address%3D16006%2520Sok%2520No%253A19%252C%2520Ala%25C3%25A7at%25C4%25B1%252C%2520%25C3%2587e%25C5%259Fme%252C%252035937%252C%2520%25C4%25B0zmir,redirect_suspicious,,page did not load (redirect_suspicious)
cant_load,parafly_1331,"Susona Bodrum, LXR Hotels & Resorts",https://www.nikkibeachhotels.com,,timeout,,page did not load (timeout)
cant_load,parafly_876376,Süreyya Hanım Alaçatı,https://www.facebook.com/sureyyahnmbutikotel/,,unreachable,,page did not load (unreachable)
cant_load,parafly_200687,Tal Beach Hotel,https://www.talbeachhotel.com,,ssl_error,,page did not load (ssl_error)
cant_load,parafly_959,Tenda Hotel,http://www.tendahotel.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_890933,That's Alaçatı,https://www.thatsalacati.com,,timeout,,page did not load (timeout)
cant_load,parafly_784107,The Beachfront Hotel (+16),https://www.beachfront.sunprime.net,,unreachable,,page did not load (unreachable)
cant_load,parafly_1559,The Best Life Hotel Bodrum Center,https://www.thebestlifehotel.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_876491,The Erzurum Hotel,https://info@theerzurumhotel.com,,invalid_url,,page did not load (invalid_url)
cant_load,parafly_1785,The Hotel 48,https://www.costacentralebodrum.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_417090,The Hotel Alaçatı,https://www.facebook.com/thehotelalacati/,,unreachable,,page did not load (unreachable)
cant_load,parafly_1126,The Park Marmaris Hotel,https://www.theparkmarmaris.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_1025443,The Rest Port Argento,https://www.therestportbodrum.com/,,unreachable,,page did not load (unreachable)
cant_load,parafly_1025386,Thermemaris Thermal & Spa Resort,http://www.thermemaris.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_116289,Titan Club Hotel Ultra All Inclusive,https://www.titanhotels.com,,ssl_error,,page did not load (ssl_error)
cant_load,parafly_378205,Top Hotel,https://www.tophotel.com.tr,,unreachable,,page did not load (unreachable)
cant_load,parafly_873637,Toros Otel Didim,https://www.toroshoteldidim.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_783696,Trendlife Hotels Torba,http://www.micasabeach.com/,,unreachable,,page did not load (unreachable)
cant_load,parafly_377878,Trendy Hotels Palm Beach,https://www.trendyhotels.com.tr,,timeout,,page did not load (timeout)
cant_load,parafly_872739,Tuana Otel,https://www.tuanahotel.com/,,unreachable,,page did not load (unreachable)
cant_load,parafly_417310,Turgutreis Apart Otel,https://www.facebook.com/109503625130272,,unreachable,,page did not load (unreachable)
cant_load,parafly_161977,Twenty Hotel,https://www.antalyahoteltwenty.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_378750,Tümay Hotel,https://www.facebook.com/tumayhotelbitez/,,unreachable,,page did not load (unreachable)
cant_load,parafly_417074,Umut Otel Ve Beach,http://www.selimiyeumutotel.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_872578,Venüs Termal Boutique,https://info@venushotels.com.tr,,invalid_url,,page did not load (invalid_url)
cant_load,parafly_416890,Vespera Hotel,https://www.alacativespera.com,,timeout,,page did not load (timeout)
cant_load,parafly_875538,Via Perla Butik Otel,http://www.via-perla-butik-otel.business.site,,unreachable,,page did not load (unreachable)
cant_load,parafly_640865,Villa Antiphellos B,https://www.clubantiphellos.com/,,unreachable,,page did not load (unreachable)
cant_load,parafly_873704,Villa Ephesus Hotel,https://www.villaephesus.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_663198,Villa Kaş Bohem,https://villakasbohem.com/?lang=tr,,timeout,,page did not load (timeout)
cant_load,parafly_785399,Villa Köknar Pansiyon,https://villakoknar.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_378306,Viva Beach Hotel,https://vivabeachalanya.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_1199251,White City Beach Hotel (+16),https://www.whitecityhotels.com,,parked,,page did not load (parked)
cant_load,parafly_322,White City Resort Hotel & Spa,https://www.whitecityhotels.com,,parked,,page did not load (parked)
cant_load,parafly_416887,Windtown Deluxe Alaçatı,https://windtowndeluxealacati.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_108547,Yalıhan Aspendos Hotel,https://www.yalihan.com.tr,,ssl_error,,page did not load (ssl_error)
cant_load,parafly_1198,Yalıhan Una Hotel,https://info@yalihan.com.tr,,invalid_url,,page did not load (invalid_url)
cant_load,parafly_281,Yalıkavak Marina Hotel by Social Living Collection,https://yalikavakmarina.com.tr,,unreachable,,page did not load (unreachable)
cant_load,parafly_88,Yeniçeri City Hotel,https://wwwyenicerihotel.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_872633,Yoncalı Termal Otel,https://www.yoncali.termalresort.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_592766,Zeytin Apart Otel & Aquapark,https://www.zeytinapartaquapark.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_877954,Zulu Hotel,https://zuluadrasanotel.com/iletisim,,unreachable,,page did not load (unreachable)
cant_load,parafly_1210643,Zuzuu Beach & Hotel,https://www.zuzuubeachhotel.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_1020944,Çeşme Flowers Otel,https://www.cesmeflowers.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_780955,Özgün Apart Otel Kuşadası,https://www.apartozgun.com,,unreachable,,page did not load (unreachable)
cant_load,parafly_1021510,İbos Hotels İzmir,https://iboshotels.com.tr,https://www.iboshotels.com/,redirect_suspicious,,page did not load (redirect_suspicious)
cant_load,parafly_672931,İnce Hotel,https://www.incehotel.com,,unreachable,,page did not load (unreachable)
no_url,parafly_416785,7 Art Fesleğen Hotel By Egeos,,,no_url,,no URL on record
no_url,parafly_875266,Babel Residence Kemer,,,no_url,,no URL on record
no_url,parafly_782055,Belinda Apart Hotel,,,no_url,,no URL on record
no_url,parafly_1047,Belle Vue Hotel,,,no_url,,no URL on record
no_url,parafly_1023598,Bodrum Bargilya Villaları,,,no_url,,no URL on record
no_url,parafly_783676,Can Pansiyon Bodrum,,,no_url,,no URL on record
no_url,parafly_1017856,Cappadocia Old Houses,,,no_url,,no URL on record
no_url,parafly_872729,Dem Butik Otel Alacati,,,no_url,,no URL on record
no_url,parafly_378039,Green Blue Hotels Bodrum,,,no_url,,no URL on record
no_url,parafly_109513,Hadrian Hotel,,,no_url,,no URL on record
no_url,parafly_873310,Latino Hotel,,,no_url,,no URL on record
no_url,parafly_1017528,Magesa Terra Apart Hotel,,,no_url,,no URL on record
no_url,parafly_593543,Maldives Hotel,,,no_url,,no URL on record
no_url,parafly_1020965,Quasar Suites,,,no_url,,no URL on record
no_url,parafly_673124,Turkuaz Pansiyon,,,no_url,,no URL on record
no_url,parafly_875138,Villa Lizya,,,no_url,,no URL on record
no_url,parafly_874011,Villa Mirada,,,no_url,,no URL on record
yes,parafly_190815,Ahmeda Apart Otel,https://www.sarimsakliahmedaapart.com/,,ssl_error,Sar�msakl� Ahmeda Apart,Sarimsakli Ahmeda Apart
yes,parafly_874581,Alexandria Troas Termal Hotel,https://www.alexandriatroastermal.com,,ssl_error,Kestanbol Kaplıcaları - ALEXANDRIA TROAS TERMAL OTEL,Alexandria Troas Termal Otel
yes,parafly_414826,Alkoçlar Kemer Exclusive,https://www.alkoclar.com.tr,,ssl_error,alkoclar.com.tr &#8211; Alkoçlar Hotel &amp; Resorts,Alkoclar Hotel & Resorts brand
yes,parafly_203586,Aska Lara Resort & Spa,https://www.askahotels.com,,mismatch,"Antalya Aska Hotels Sizler İçin, Sizlerle Beraber | Aska Hotels",Aska Hotels (Lara is an Aska property)
yes,parafly_646559,Aslan City Hotel,https://www.aslanhotels.com,,ssl_error,Aslan City Hotel,Aslan City Hotel
yes,parafly_982,Assos Eden Beach Hotel,https://www.assosedengroup.com,,ssl_error,"Assos Eden Group Hotels, Hotels Assos, Assos Otelleri",Assos Eden Group (Beach is a property)
yes,parafly_1002,Assos Eden Gardens Hotel,https://www.assosedengroup.com,,ssl_error,"Assos Eden Group Hotels, Hotels Assos, Assos Otelleri",Assos Eden Group (Gardens is a property)
yes,parafly_784569,Assos Troy Beach Hotel,https://www.troyotel.com,,ssl_error,Assos Troy Beach Hotel,Assos Troy Beach Hotel
yes,parafly_295302,Azura Deluxe Resort & Spa Hotel,https://www.azuradeluxe.com,,ssl_error,Azura Deluxe Hotel,Azura Deluxe Hotel
yes,parafly_592838,Bay Nihat Lale Otel,https://www.baynihat.com.tr,,ssl_error,Bay Nihat 1978 &#8211; Cunda Adası &#8211; Restoran &amp; Otel,Bay Nihat 1978 Cunda (same)
yes,parafly_834,Belconti Resort Hotel,https://www.belconti.com,,ssl_error,Belconti Resort Hotel | Antalya Belek 5 Yıldızlı Denize Sıfır Otel | Belek Otelleri,Belconti Resort Hotel
yes,parafly_146224,Blue Star Hotel,https://www.bluestarhotel.com,,ssl_error,Blue Star Hotel | Alanya | +90 242 510 06 00,Blue Star Hotel Alanya
yes,parafly_780939,Bozcaada Vitis Otel,https://www.bozcaadahotelvitis.com,,ssl_error,Bozcaada Vitis Hotel,Bozcaada Vitis Hotel
yes,parafly_1264339,Calyptus Kirman Premium,https://www.kirmanhotels.com.tr,,ssl_error,Kirman Premium | Completes You!,Kirman Premium
yes,parafly_417388,Casa Caria Boutique Hotel,https://casacaria.com.tr,,ssl_error,Casa Caria Suites &#8211; Bodrum,Casa Caria Suites Bodrum
yes,parafly_1018416,Casa Fora Beach Resort,https://www.casaforahotel.com,,ssl_error,Ana Sayfa - English - Casa Fora Hotel,Casa Fora Hotel
yes,parafly_208575,Club Resort Atlantis,https://www.clubresortatlantis.com,,ssl_error,Club Resort Atlantis | İzmir Sığacık Otel & Denize Sıfır Aile Oteli,Club Resort Atlantis Izmir
yes,parafly_1284558,Costa Sarıyaz Hotel,https://www.costasariyazhotel.com,,parked,Costa Sarıyaz Hotel - Bodrum,Costa Sariyaz Hotel Bodrum
yes,parafly_1025270,Costa Viva Bodrum,https://www.costavivabodrum.com,,parked,Costa Viva - Bodrum,Costa Viva Bodrum
yes,parafly_616,Daima Biz Hotel,https://www.daimahotels.com,,ssl_error,Daima Hotels - RESMİ WEB SİTESİ,Daima Hotels
yes,parafly_416650,Daphnis Hotel,https://www.daphnishotel.com,,ssl_error,Daphnis Hotel - G�lt�rkb�k� Oteli,Daphnis Hotel
yes,parafly_935,Dedeman Club Bodrum,https://www.clubdedeman.com.tr,,ssl_error,Anasayfa | Club Dedeman Bodrum Tatil Köyü,Club Dedeman Bodrum
yes,parafly_1779,Dosi Hotel,https://www.dosihotel.com,,ssl_error,Hoşgeldiniz / Dosi Hotel - Side - Antalya,Dosi Hotel Side
yes,parafly_592657,Elexus Hotel Resort & Casino & Spa,https://www.elexushotel.com,,ssl_error,elexushotel.com,elexushotel.com
yes,parafly_1023539,Elite World GO Van Edremit,https://www.eliteworldhotels.com.tr,,ssl_error,Elite World Hotels & Resorts,Elite World Hotels brand
yes,parafly_64148,Fantasia De Luxe Kuşadası,https://www.fantasia.com.tr,,ssl_error,Fantasia De Luxe Kuşadası,Fantasia De Luxe Kusadasi
yes,parafly_419280,Fragrante Hotel - Adult Only +13,https://www.fragrantehotel.com,,ssl_error,Fragrante Hotel,Fragrante Hotel
yes,parafly_116285,Fun & Sun Smart Club Hotel Mirabell,https://www.mirabellotel.com.tr,,ssl_error,Club Hotel Mirabell,Club Hotel Mirabell
yes,parafly_968,Grand Cettia Hotel,https://www.cettia.com,,mismatch,Cettia Otelleri & Resorts | Marmaris / TÜRKİYE,Cettia Otelleri Marmaris
yes,parafly_45,Grand Hotel Temizel,http://www.temizel.com.tr,,mismatch,Temizel Turistik Tesisleri Sanayi,Temizel (Grand Hotel Temizel operator)
yes,parafly_878108,Havasu Park Bungalow,https://www.havasupark.com,,ssl_error,havasupark.com Hoş Geldiniz,havasupark.com
yes,parafly_416542,Haydarpasha Palace,https://www.haydarpashapalace.com,,ssl_error,Haydarpasha Palace,Haydarpasha Palace
yes,parafly_377885,Horus Paradise Luxury Resort,https://www.horusparadise.com,,ssl_error,"Horus Paradise Luxury Resort Hotel | Horus Paradise Luxury Resort Hotel'e gelirken, sadece deniz kum güneş ya da enfes lezzetler için gelmezsiniz. Eski Mısır kültürüne atıfta bulunan mekanları ve özgü",Horus Paradise Luxury Resort
yes,parafly_592521,Hotel Xoria Deluxe,https://www.xoriadeluxe.com/,,ssl_error,Xoria Deluxe,Xoria Deluxe
yes,parafly_1210652,Irmak Boutique Hotel,https://www.irmakboutiquehotel.com,,ssl_error,Irmak Boutique Hotel Restaurant | Bodrum Ortakent,Irmak Boutique Hotel Bodrum
yes,parafly_785150,Karlık Cave Suite,https://www.karlikcave.com/,,ssl_error,karlikcave.com,karlikcave.com (Karlik Cave Suite)
yes,parafly_1024256,Kazdağları İda Natura Bungalov Otel,https://www.idanatura.com,,ssl_error,İda Natura Otel - Kazdağları Otelleri - Akçay Otelleri - Bungalov,Ida Natura Otel Kazdaglari
yes,parafly_672442,Laren Seaside Hotel & Spa,http://www.larenbusinesshotel.com,http://www.larenseasidehotel.com/,redirect_suspicious,Redirecting...,redirects to larenseasidehotel.com (own domain)
yes,parafly_416841,M Suite Hotel,https://www.msuitehotels.com/tr/,,ssl_error,M Suite Butik Apart Hotel Bodrum Gümbet,M Suite Apart Hotel Bodrum
yes,parafly_1019523,Ma-Si Urla Hotel,https://siurla.com,,ssl_error,Ma-Si Urla Otel | Şimdi Urla Zamanı !,Ma-Si Urla Otel
yes,parafly_781690,Maia Luxury Beach Hotel & Spa,https://www.maiabeachhotel.com,,ssl_error,Maia Luxury Beach Hotel &amp; Spa - Resmi Otel Sitesi,Maia Luxury Beach Hotel & Spa
yes,parafly_295325,Marbas Select Beach +14,https://www.marbashotel.com,,ssl_error,Marbas Select Beach Hotel - İçmeler,Marbas Select Beach Icmeler
yes,parafly_783593,Mare Garden Hotel,https://www.maregarden.com,,ssl_error,Mare Garden Otel,Mare Garden Otel
yes,parafly_592373,Mirador Resort & Spa,https://www.miradorhotels.com,,ssl_error,miradorhotels.com,miradorhotels.com (Mirador Resort)
yes,parafly_54182,Monte Carlo Hotel,https://www.otelmontecarlo.com,,ssl_error,Monte Carlo Hotel | Resmi Websitesi,Monte Carlo Hotel
yes,parafly_871870,NFK The House Hotel,https://www.nfkthehousehotel.com,,ssl_error,NFK THE HOUSE HOTEL,NFK The House Hotel
yes,parafly_1238697,Orange County Alanya,https://www.orangecounty.com.tr,,ssl_error,Orange County Hotels,Orange County Hotels brand
yes,parafly_33,Orange County Kemer,https://www.orangecounty.com.tr,,ssl_error,Orange County Hotels,Orange County Hotels brand
yes,parafly_876336,Perge Hotels Adult Only +18,https://www.pergehotels.com/tr,,ssl_error,Yetişkinlere Özel Antalya'da Lüks Butik Otel | Perge Hotels - Resmi site,Perge Hotels
yes,parafly_663147,Premium Park Apart Otel,https://www.premiumparkapart.com,,ssl_error,Premium Park Apart,Premium Park Apart
yes,parafly_1017501,Qinn Otel,https://www.qinnhotels.com,,ssl_error,Qinn Hotels Antalya - Hayallerinizin Ötesinde Bir Tatil,Qinn Hotels Antalya
yes,parafly_871787,Ramira Joy Hotel,https://www.ramirahotels.com,,ssl_error,Ramira Hotels,Ramira Hotels brand
yes,parafly_81956,Rhapsody Hotel Kas,http://www.rhapsodyhotel.com/en/index.php?page=kas_tanitim&amp;title=Ka%C5%9F%20Rhapsody%20Hotel,https://rhapsodyhotels.com/en/index.php?page=kas_tanitim&amp;title=Ka%C5%9F%20Rhapsody%20Hotel,redirect_suspicious,404 Not Found,rhapsodyhotels.com Kas page (official site)
yes,parafly_873574,Rizom Tatil Koyu,https://www.rizomtatilkoyu.com/,,ssl_error,Rizom Village Assos | 444 6 495 | Muhafazkâr Villa Tatil Köyü,Rizom Village Assos (same)
yes,parafly_1902,Robinson Club Sarıgerme Park,https://www.robinson.com,,ssl_error,ROBINSON Cluburlaub: die besten Angebote,Robinson Club brand (Sarigerme is a Robinson club)
